date,long_cash_signal,buy_hold_same_windows
2018-09-16,1.0,0.4966506420642256
2018-12-15,1.2237265134061701,0.6077645585941905
2019-03-15,2.5429501901374714,1.2629578446691196
2019-06-13,3.1446158088656806,1.5617754605184542
2019-09-11,3.1446158088656806,1.1167590019918059
2019-12-10,3.423524086886344,1.2158087267090403
2020-03-09,4.216451986972447,1.49740413428
2020-06-07,4.393907216680747,1.5604244640349256
2020-09-05,8.07950152027042,2.869303152687252
2020-12-04,20.981548020317653,7.451254478004164
2021-03-04,20.981548020317653,5.765557906030373
2021-06-02,26.337335628757703,7.237284565996501
2021-08-31,32.27852159402706,8.869873909742017
2021-11-29,32.27852159402706,5.786211849165198
2022-02-27,32.27852159402706,4.421375443586045
2022-05-28,32.27852159402706,3.1087094394810593
2022-08-26,32.27852159402706,2.5477989553602503
2022-11-24,47.02229928312389,3.7115505629089585
2023-02-22,52.925897403523926,4.1775316667896645
2023-05-23,50.78445136440907,4.00850366575424
2023-08-21,72.67819059432266,5.73661397515656
2023-11-19,100.43112805601439,7.927200829238527
2024-02-17,130.34659144237156,10.28847955580147
2024-05-17,130.34659144237156,8.83205559824038
2024-08-15,205.13059402221805,13.899287977202686
2024-11-13,216.82296603571893,14.691542523760631
2025-02-11,232.82305870988958,15.775680639775356
2025-05-12,270.1737809718834,18.306499834983935
2025-08-10,270.1737809718834,15.694228857995153
2025-11-08,270.1737809718834,10.82606107579988
